"System ID","UPC","EAN","Custom SKU","Manufact. SKU","Item","Remaining","Total Cost","Avg. Unit Cost","Sale Price","Margin"
"210000062200","893809147198","","","","Belvie  85% Dark  Chocolate Black Pearl of the Mekong","4","$29.96","$7.49","$11.49","34.81%"
"210000062260","042272030033","","","","Amy's Soup Pasta Fagioli","10","$37.00","$3.70","$5.39","31.35%"
"210000062262","042272030040","","","","Amy's Soup Vegetable Jambalaya","13","$50.14","$3.86","$5.99","35.61%"
"210000062266","860002228501","","","","Green Belly Hot Sauce","7","$32.34","$4.62","$7.19","35.74%"
"210000062268","860002228549","","","","Yellow Belly Hot Sauce","6","$27.72","$4.62","$7.19","35.74%"
"210000062287","815421011340","","","","Jovial GF Brown Rice Mafalda U","6","$25.74","$4.29","$6.59","34.9%"
"210000062341","850064476071","","","","Mary's Gone Crackers Superseed Seaweed & Black Sesame Seeds 4 oz","3","$11.49","$3.83","$5.99","36.06%"
"210000062379","088702108330","","","","Bonne Maman Apricot Fruit Spread  U exp 1/21/26","2","$9.74","$4.87","$6.40","23.91%"
"210000062383","012511201821","","","","Wholesome Sweeteners Blue Agave Syrup Org Raw Regenerative 18.5oz","6","$22.44","$3.74","$5.79","35.41%"
"210000062538","024182000825","","","","quiet moon snack 4oz Eden","5","$17.45","$3.49","$5.49","36.43%"
"210000062555","042272030095","","","","Amy's Chili Three Bean Vegetable Org","3","$12.12","$4.04","$5.99","32.55%"
"210000062557","850031990098","","","","Goodles Mac and Cheese  Down the Hatch","15","$48.27","$3.22","$4.99","35.51%"
"210000062561","853325005638","","","","Maya Kaimal Vegetable Tikka Masala","6","$16.08","$2.68","$4.99","46.29%"
"210000062563","853325005614","","","","Maya Kaimal Korma Vegetable Curry","5","$13.40","$2.68","$4.99","46.29%"
"210000062603","898392004139","","","","Wildly Organic Red Palm Oil","2","$10.78","$5.39","$8.29","34.98%"
"210000062605","874492005863","","","","Theo Chocolate Dark 70%  Peppermint Crunch","1","$3.24","$3.24","$4.99","35.07%"
"210000062607","874492006655","","","","Theo 45% Milk Chocolate Sweet Vanilla","6","$19.44","$3.24","$4.99","35.07%"
"210000062611","874492005887","","","","Theo  Bar Dark Chocolate 55% Nutcracker Brittle","3","$9.72","$3.24","$4.99","35.07%"
"210000062615","855140002144","","","","Purely Elizabeth  Cranberry Pecan Granola GF","1","$6.07","$6.07","$9.39","35.36%"
"210000062617","810589031988","","","","Purely Elizabeth  Double Chocolate Cookie Granola GF","5","$30.35","$6.07","$9.39","35.36%"
"210000062647","859056001376","","","","cranberries OG 4oz pouch boxford bakehouse","11","$37.95","$3.45","$5.39","35.99%"
"210000062713","850047450029","","","","7th Heaven Chocolate Bar Oat Milk  Hazelnut Cream","7","$23.66","$3.38","$6.29","46.26%"
"210000062717","073416587304","","","","Lundberg Rice White  Turmeric & Ginger","7","$23.73","$3.39","$5.19","34.68%"
"210000062759","860005793136","","","","Let's Date Date Paste 14.1 oz Org","8","$31.56","$3.95","$6.99","43.56%"
"210000062761","078314406009","","","","Madhava's Toasted Sesame Oil 8.45 oz.","4","$20.80","$5.20","$9.49","45.21%"
"210000062773","810906020794","","","","Ice Chips candy cane","5","$16.60","$3.32","$5.99","44.57%"
"210000062775","194261010165","","","","Pure Anatolia  Org Sundried Tomatoes  Halves 3.17 oz","3","$11.37","$3.79","$6.79","44.18%"
"210000062785","850064476002","","","","Mary's Gone Crackers  Original 4 oz","2","$7.02","$3.51","$5.39","34.88%"
"210000062787","899587003005","","","","Raw Revolution Peanut Butter & Sea Salt","3","$5.94","$1.98","$2.69","26.39%"
"210000062789","860010614228","","","","Peak Protein Bar Almond Butter Amaretti","7","$14.42","$2.06","$3.19","35.42%"
"210000062791","860010614204","","","","Peak Protein Bar Chocolate Peanut  Butter Crunch","7","$14.42","$2.06","$3.19","35.42%"
"210000062854","627733009010","","","","apricot seed organic traditions","2","$14.72","$7.36","$14.49","49.21%"
"210000062868","627733009300","","","","energy bite mix organic traditions","4","$16.60","$4.15","$4.90","15.31%"
"210000062876","039047010208","","","","Walkers Shortbread  Rounds GF","7","$29.33","$4.19","$6.59","36.42%"
"210000062887","071012075089","","","","King Arthur  Fudge Brownie Mix GF","6","$33.18","$5.53","$8.49","34.86%"
"210000062907","851618001145","","","","vanilla with whole beanOG 5oz singing dog","6","$97.08","$16.18","$24.99","35.25%"
"210000062984","639713990317","","","","Evolution Salt Himalayan Salt Shaker","12","$0.12","$0.01","$2.99","99.67%"
"210000062988","787420501255","","","","Sjaaks Dark Chocolate Peanut Butter Tree","1","$5.17","$5.17","$8.29","37.64%"
"210000062991","856053002573","","","","peanut Mexican chocolate 3.5 oz Q's nuts","24","$44.88","$1.87","$2.99","37.46%"
"210000063045","837328001026","","","","Hakubaku  Soba Noodles Org","7","$21.21","$3.03","$4.89","38.04%"
"210000063063","078314211702","","","","Madhava's Agave Nectar Amber 17 oz.","3","$11.28","$3.76","$6.49","42.06%"
"210000063110","874492006686","","","","Theo Milk Chocolate  Creme Brulee","1","$3.02","$3.02","$4.69","35.61%"
"210000063144","850031185548","","","","macadamia nuts roasted salted OG mavuno","3","$12.57","$4.19","$6.99","40.06%"
"210000063173","860001199062","","","","Auga Soup Three Lentil  Org","1","$3.67","$3.67","$5.69","35.5%"
"210000063216","4018722344698","","","","Berlin Alb Gold Spaghetti Whole spelt Org","3","$14.64","$4.88","$7.59","35.7%"
"210000063224","","","","","honey creamed chocolate 16oz jar wehrloom","2","$23.98","$11.99","$19.99","40.02%"
"210000063241","","","","","mushrooms wild porcini dried 2oz mikuni","9","$70.65","$7.85","$11.50","31.74%"
"210000063243","","","","","mushrooms wild lobster dried 2oz mikuni","6","$50.04","$8.34","$11.69","28.66%"
"210000063245","","","","","mushrooms black trumpet dried 2oz mikuni","5","$41.70","$8.34","$11.69","28.66%"
"210000063247","","","","","mushrooms wild  morel dried 2oz mikuni","2","$38.26","$19.13","$26.99","29.12%"
"210000063270","891551000041","","","","maple cinnamon sprouted crisps OG 8oz foods alive","5","$17.65","$3.53","$6.99","49.5%"
"210000063292","039978002181","","","","Bob's  Whey Protein Concentrate","2","$23.24","$11.62","$17.99","35.41%"
"210000063333","819019020271","","","","Olyra Breakfast  Biscuits Hazelnut Cocoa Sandwich Org","5","$16.45","$3.29","$5.49","40.07%"
"210000063393","850047450036","","","","7th Heaven Chocolate Bar Oat Milk  Caramel & Sea Salt","9","$30.42","$3.38","$6.29","46.26%"
"210000063395","850047450203","","","","7th Heaven  Oat Milk  Peanut Butter Cups","15","$25.50","$1.70","$3.19","46.71%"
"210000063409","810165011472","","","","Yum Earth Gummy Fruits Easter 4 oz Org","6","$20.88","$3.48","$5.39","35.44%"
"210000063451","736210002038","","","","onion red flat OG seeds","4","$3.80","$0.95","$2.69","64.68%"
"210000063453","736210002915","","","","onion sweet spanish OG seeds","4","$3.80","$0.95","$2.69","64.68%"
"210000063457","736210002014","","","","parsnip all American seeds","5","$4.75","$0.95","$2.69","64.68%"
"210000063471","628451868644","","","","Chickapea Pasta Dish Pepper & Parmesan","4","$12.60","$3.15","$4.99","36.87%"
"210000063496","851618001039","","","","vanilla pure 2oz singing dog","1","$4.68","$4.68","$7.29","35.8%"
